Zip,InstallationsPerZip,Households,Pop,AverageIncome,Centile_HHI,Sola_Penetration,Centile_Solar_Penetration,SolarInstalled,Average HH Size,Centile_HHSize,Electric Utility,OwnerOccupancyPercentage,OwnerDetachedpercentage
10001,9,5892,17678,123112.7764,8,0.001527495,10,1,1.93,10,Consolidated Edison,0.2735,0.019312602
10016,3,16634,49904,144872.3901,8,0.000180353,10,1,1.74,10,Consolidated Edison,0.2932,0.01953125
10031,8,19816,59450,51413.2034,7,0.000403714,10,1,2.79,5,Consolidated Edison,0.1007,0.028422549
10461,16,16027,48081,58036.9104,6,0.000998315,10,1,2.62,7,Consolidated Edison,0.315,0.334092758
10470,2,5259,15778,65711.6553,5,0.0003803,10,1,2.54,7,Consolidated Edison,0.3705,0.355617456
10502,20,1728,5184,164349.7771,7,0.011574074,8,1,2.96,3,Consolidated Edison,0.8338,0.933993399
10505,4,61,185,149436.528,8,0.06557377,1,1,3.7,1,NYS Electric and Gas,0.7783,1
10524,15,1420,4260,114246.672,9,0.01056338,8,1,2.71,6,Central Hudson Gas and Electric,0.8893,0.986415094
10526,1,558,1675,218303,7,0.001792115,10,1,2.64,7,NYS Electric and Gas,0.9277,0.585406302
10530,31,4413,13240,133485.6057,8,0.0070247,9,1,2.15,10,Consolidated Edison,0.8111,0.447453256
10538,22,5440,16321,248073.7891,7,0.004044118,10,1,2.78,5,Consolidated Edison,0.8025,0.77984304
10562,157,10308,30926,106627.901,10,0.015230889,7,1,2.97,3,Consolidated Edison,0.5762,0.664058332
10566,60,7483,22450,71247.2767,5,0.008018175,9,1,2.61,7,Consolidated Edison,0.5025,0.473834027
10590,12,2251,6755,192346.2326,7,0.005330964,9,1,2.85,5,NYS Electric and Gas,0.9129,0.909090909
10591,43,7179,21538,115737.3213,9,0.005989692,9,1,2.56,7,Consolidated Edison,0.5381,0.508359788
10597,1,306,920,226377,7,0.003267974,10,1,3.38,1,NYS Electric and Gas,1,1
10801,41,12118,36356,80357.7318,3,0.003383397,10,1,2.84,5,Consolidated Edison,0.3935,0.600255661
10803,22,3964,11892,218224.9077,7,0.00554995,9,1,3.17,1,Consolidated Edison,0.8046,0.822306238
10914,28,150,452,91315,2,0.186666667,1,1,4.05,1,Orange and Rockland Utilities,1,1
10923,71,2752,8256,95185.1436,1,0.025799419,4,1,3.23,1,Orange and Rockland Utilities,0.6638,0.860623229
10930,72,2417,7253,119779.2976,9,0.029788995,3,1,3.24,1,Orange and Rockland Utilities,0.9204,0.795499408
10931,3,348,1045,109166.2928,9,0.00862069,9,1,2.91,4,Orange and Rockland Utilities,0.7019,0.803652968
10941,73,4255,12765,80138.9258,3,0.017156287,6,1,2.89,4,Orange and Rockland Utilities,0.7303,0.776866764
10952,67,10541,31623,90002.3366,2,0.006356133,9,1,4.45,1,Orange and Rockland Utilities,0.5128,0.848069213
10962,31,1776,5329,134732.693,8,0.017454955,6,1,2.84,5,Orange and Rockland Utilities,0.8256,0.925320057
10963,18,1398,4195,86709,3,0.012875536,7,1,2.85,5,Orange and Rockland Utilities,0.8622,0.971311475
10977,104,16251,48755,81480.9424,3,0.006399606,9,1,4.06,1,Orange and Rockland Utilities,0.5047,0.755891805
10984,26,938,2815,123510,8,0.02771855,3,1,3.35,1,Orange and Rockland Utilities,0.9337,0.944121071
10987,12,1001,3003,124115.447,8,0.011988012,8,1,2.38,9,Orange and Rockland Utilities,0.7982,0.782169118
10992,128,2960,8880,89763.6472,2,0.043243243,1,1,2.82,5,Central Hudson Gas and Electric,0.823,0.80523792
11023,20,2864,8593,141564.9626,8,0.00698324,9,1,3.19,1,PSEG Long Island,0.8229,0.85390625
11030,32,5677,17033,243352.7844,7,0.00563678,9,1,2.92,4,PSEG Long Island,0.8798,0.864536365
11040,195,13261,39784,116894.043,9,0.014704773,7,1,3.14,2,Consolidated Edison,0.8922,0.934392265
11096,17,2658,7976,68940.996,5,0.006395786,9,1,3.16,2,PSEG Long Island,0.4494,0.742627346
11213,4,21977,65932,46614.3775,7,0.000182008,10,1,2.62,7,Consolidated Edison,0.1511,0.053117137
11370,3,9640,28920,49034.4878,7,0.000311203,10,1,3.21,1,Consolidated Edison,0.4562,0.170045616
11375,14,23380,70142,89704.2477,2,0.000598802,10,1,2.18,10,Consolidated Edison,0.5005,0.191726483
11412,10,12144,36433,77263.7438,4,0.000823452,10,1,3.4,1,Consolidated Edison,0.7419,0.66406821
11413,12,13190,39571,84085.1138,3,0.00090978,10,1,3.39,1,Consolidated Edison,0.7445,0.653340635
11429,5,9272,27816,82272.7741,3,0.000539258,10,1,3.63,1,Consolidated Edison,0.6767,0.722570533
11510,128,10850,32552,110669.9613,9,0.011797235,8,1,3.18,1,PSEG Long Island,0.8311,0.934909884
11520,4,14776,44329,86328.4455,3,0.000270709,10,1,3.16,1,PSEG Long Island,0.6618,0.804670208
11550,34,19655,58967,69315.2553,5,0.00172984,10,1,3.32,1,PSEG Long Island,0.4436,0.887143998
11570,8,9101,27303,144505.8626,8,0.000879024,10,1,2.74,5,Municipal Utilities,0.7177,0.823472491
11575,23,5261,15785,79362.6506,4,0.004371792,10,1,3.86,1,PSEG Long Island,0.6799,0.92342033
10011,2,15299,45899,160936.5432,7,0.000130727,10,1,1.7,10,Consolidated Edison,0.3374,0.03021597
10022,0,8820,26460,158965.178,7,0,10,0,1.66,10,Other,0.4787,0.017255742
10026,3,8641,25925,50331.7923,7,0.000347182,10,1,2.58,7,Consolidated Edison,0.1873,0.01659292
10038,0,5145,15435,89760.0452,2,0,10,0,2.05,10,Other,0.2513,0.037390943
10065,0,10500,31500,191673.5228,7,0,10,0,1.81,10,Other,0.3121,0.032965009
10302,58,5526,16580,70774.0271,5,0.010495838,8,1,2.99,3,Consolidated Edison,0.5767,0.609311741
10314,363,28420,85260,90427.5476,2,0.012772695,8,1,2.78,5,Consolidated Edison,0.7331,0.405329223
10453,3,25971,77913,35179.332,7,0.000115513,10,1,2.97,3,Consolidated Edison,0.0372,0.234020619
10454,11,10026,30078,28294.0413,7,0.001097147,10,1,3.03,3,Consolidated Edison,0.0515,0.108864697
10465,42,13760,41282,73646.2435,4,0.003052326,10,1,2.8,5,Consolidated Edison,0.5393,0.429169088
10468,10,25357,76073,38638.4808,7,0.000394368,10,1,2.95,3,Consolidated Edison,0.0836,0.098417409
10516,35,1734,5202,108343.9694,9,0.020184544,5,1,2.41,8,Central Hudson Gas and Electric,0.7057,0.835475578
10520,72,4144,12434,123311.6217,8,0.017374517,6,1,2.44,8,Consolidated Edison,0.6377,0.782438141
10533,33,2515,7547,190827.427,7,0.013121272,7,1,2.75,5,Consolidated Edison,0.7868,0.585606773
10535,1,151,454,130341,8,0.006622517,9,1,2.39,9,NYS Electric and Gas,0.4,1
10549,31,5218,15655,158325.3778,7,0.005940974,9,1,2.77,5,Consolidated Edison,0.6522,0.602339181
10570,44,4187,12561,181360.9418,7,0.010508717,8,1,2.8,5,Consolidated Edison,0.7943,0.803298717
10578,0,254,764,206558.02,7,0,10,0,2.32,9,Other,0.8465,1
10588,4,638,1914,107894.2855,9,0.006269592,9,1,2.51,8,Consolidated Edison,0.7858,0.812738854
10595,27,2517,7552,107036.9024,9,0.010727056,8,1,2.97,3,Consolidated Edison,0.7285,0.964242424
10606,15,5235,15706,91931.3315,2,0.00286533,10,1,3.02,3,Consolidated Edison,0.3982,0.678171224
10701,70,20345,61035,56331.2871,6,0.003440649,10,1,2.71,6,Consolidated Edison,0.2981,0.423945197
10927,20,3373,10121,64351.4346,6,0.00592944,9,1,3.19,1,Orange and Rockland Utilities,0.4431,0.360767327
10965,49,4856,14569,125374.394,8,0.01009061,8,1,2.75,5,Orange and Rockland Utilities,0.8102,0.882312457
10973,30,672,2016,103078.6496,10,0.044642857,1,1,3.24,1,Orange and Rockland Utilities,0.7973,0.975346687
10976,12,667,2001,119907.236,9,0.017991004,6,1,2.26,10,Orange and Rockland Utilities,0.5067,0.882697947
10989,90,3115,9345,103414.4829,10,0.028892456,3,1,2.81,5,Orange and Rockland Utilities,0.7972,0.736615163
10992,128,2960,8880,89763.6472,2,0.043243243,1,1,2.82,5,Orange and Rockland Utilities,0.823,0.80523792
10993,15,1570,4710,72676.1248,4,0.00955414,8,1,3.31,1,Orange and Rockland Utilities,0.5498,0.491060787
10996,1,2374,7122,126289,8,0.00042123,10,1,3.8,1,Orange and Rockland Utilities,0.0167,0.692307692
11001,46,8902,26707,111212.712,9,0.005167378,9,1,3,3,Consolidated Edison,0.8039,0.845730785
11021,16,5837,17512,150972.276,8,0.002741134,10,1,2.31,9,PSEG Long Island,0.6628,0.507971746
11050,90,9571,28714,163838.7882,7,0.009403406,8,1,2.74,5,PSEG Long Island,0.6686,0.835657236
11104,3,9792,29376,61197.7955,6,0.000306373,10,1,2.3,9,Consolidated Edison,0.1523,0.028506271
11207,20,29108,87324,44634.0699,7,0.000687096,10,1,2.89,4,Consolidated Edison,0.2308,0.120054757
11210,11,22449,67349,69161.936,5,0.00049,10,1,3.05,2,Consolidated Edison,0.4569,0.382993605
11211,13,28144,84434,52060.9141,7,0.00046191,10,1,2.58,7,Consolidated Edison,0.1577,0.084798886
11218,22,25139,75418,61311.5804,6,0.000875134,10,1,3,3,Consolidated Edison,0.3338,0.155043436
11226,2,35487,106461,49672.5306,7,5.64E-05,10,1,2.7,6,Consolidated Edison,0.1295,0.253968254
11229,23,26802,80407,63752.1411,6,0.000858145,10,1,2.61,7,Consolidated Edison,0.4574,0.314894518
11233,6,21180,63541,45326.9526,7,0.000283286,10,1,2.59,7,Consolidated Edison,0.2259,0.056477292
11234,34,27011,81033,77076.9976,4,0.001258746,10,1,2.96,3,Consolidated Edison,0.6709,0.25693067
11358,20,12348,37044,80188.7795,3,0.001619695,10,1,2.85,5,Consolidated Edison,0.5675,0.544322442
11363,6,2283,6849,118589.1132,9,0.002628121,10,1,2.95,3,Consolidated Edison,0.6949,0.704280156
11366,12,4598,13795,93826.2191,2,0.00260983,10,1,3.01,3,Consolidated Edison,0.7155,0.689040208
11373,6,33294,99884,56732.7671,6,0.000180213,10,1,3.16,1,Consolidated Edison,0.2743,0.199059741
10006,0,324,972,156776,7,0,10,0,1.74,10,Other,0.0718,0
10018,2,1418,4255,112292.3727,9,0.001410437,10,1,1.92,10,Consolidated Edison,0.0921,0.082887701
10019,1,13016,39048,133175.3716,8,7.68E-05,10,1,1.62,10,Consolidated Edison,0.1839,0.034784612
10030,6,8686,26058,51240.6723,7,0.000690767,10,1,2.41,9,Consolidated Edison,0.1057,0.081954295
10032,8,18248,54744,40902.4289,7,0.000438404,10,1,2.92,3,Consolidated Edison,0.0731,0.039364641
10033,0,19683,59049,53967.0876,6,0,10,0,3.04,2,Other,0.1049,0.03163017
10034,1,12595,37785,46838.4098,7,7.94E-05,10,1,2.79,5,Consolidated Edison,0.0898,0.012408759
10075,0,8395,25187,188422.4971,7,0,10,0,1.76,10,Other,0.4397,0.038384177
10301,115,12872,38618,75009.8666,4,0.008934121,8,1,2.58,7,Consolidated Edison,0.4372,0.53164557
10304,70,12220,36662,65695.4113,5,0.005728314,9,1,2.82,5,Consolidated Edison,0.5288,0.550431147
10305,134,12338,37014,75468.7376,4,0.010860755,8,1,2.73,6,Consolidated Edison,0.6617,0.36095035
10308,190,7990,23972,85725.9159,3,0.023779725,4,1,2.78,5,Consolidated Edison,0.8208,0.426669701
10460,4,17917,53752,33567.5699,7,0.000223252,10,1,2.95,3,Consolidated Edison,0.0875,0.205968403
10464,5,36,109,1673.4115,7,0.138888889,1,1,2.11,10,Consolidated Edison,0.5666,0.72135202
10473,16,17541,52624,49073.3332,7,0.000912149,10,1,2.92,3,Consolidated Edison,0.2841,0.335113715
10474,6,3788,11365,31476.2226,7,0.001583949,10,1,3.08,2,Consolidated Edison,0.0627,0.048888889
10510,58,3242,9727,244705.0868,7,0.017890191,6,1,2.87,4,Consolidated Edison,0.8433,0.810278071
10512,58,7955,23865,108953.3653,9,0.007291012,9,1,2.76,5,NYS Electric and Gas,0.8406,0.819984244
10514,28,3991,11974,278279.3355,7,0.007015786,9,1,3.15,2,Consolidated Edison,0.9195,0.924363057
10527,2,298,895,191959,7,0.006711409,9,1,3.24,1,NYS Electric and Gas,1,1
10548,29,1009,3027,98134.4296,1,0.028741328,3,1,2.52,7,Consolidated Edison,0.8228,0.779575329
10553,5,3478,10435,66995.4716,5,0.001437608,10,1,2.92,3,Consolidated Edison,0.508,0.609994256
10579,20,2699,8097,102068.11,10,0.007410152,9,1,2.86,4,NYS Electric and Gas,0.9188,0.96267653
10580,40,5520,16560,275650.2741,7,0.007246377,9,1,2.89,4,Consolidated Edison,0.7568,0.831515691
10589,5,2468,7404,123163.7722,8,0.002025932,10,1,2.26,10,NYS Electric and Gas,0.8989,0.46098306
10703,35,6967,20903,68860.6288,5,0.005023683,9,1,2.89,4,Consolidated Edison,0.5296,0.424347363
10710,87,8512,25538,93641.5847,2,0.010220865,8,1,2.65,6,Consolidated Edison,0.7114,0.660855353
10918,148,3857,11572,96443.7384,1,0.038371792,2,1,2.85,5,Orange and Rockland Utilities,0.8054,0.751243781
10924,113,4106,12319,96934.6379,1,0.027520701,3,1,2.66,6,Central Hudson Gas and Electric,0.6882,0.958078039
10924,113,4106,12319,96934.6379,1,0.027520701,3,1,2.66,6,Orange and Rockland Utilities,0.6882,0.958078039
10940,216,14271,42813,69069.8915,5,0.01513559,7,1,2.77,5,Orange and Rockland Utilities,0.5908,0.800550477
10950,227,12934,38803,79973.9233,3,0.017550642,6,1,3.8,1,Orange and Rockland Utilities,0.7138,0.730828053
10960,30,4856,14569,107534.1526,9,0.006177924,9,1,2.32,9,Orange and Rockland Utilities,0.4892,0.781730769
10964,3,461,1384,108530,9,0.006507592,9,1,2.8,5,Orange and Rockland Utilities,0.6923,0.975845411
10975,1,119,359,125222,8,0.008403361,9,1,1.74,10,Orange and Rockland Utilities,0.7128,0.567164179
10985,4,19,57,94400,1,0.210526316,1,1,2,10,Orange and Rockland Utilities,1,1
10988,2,250,751,95410,1,0.008,9,1,2.75,5,Orange and Rockland Utilities,0.9062,0.841423948
10990,166,6427,19282,106921.1437,10,0.025828536,4,1,2.66,6,Orange and Rockland Utilities,0.8123,0.853719839
11003,142,13657,40973,91207.8891,2,0.010397598,8,1,3.72,1,PSEG Long Island,0.7886,0.877591832
11101,21,7518,22556,51519.3212,7,0.002793296,10,1,2.14,10,Consolidated Edison,0.1709,0.045315682
11106,5,13654,40963,56437.4173,6,0.000366193,10,1,2.25,10,Consolidated Edison,0.167,0.112323944
11208,8,28230,84692,44514.588,7,0.000283386,10,1,3.15,2,Consolidated Edison,0.2465,0.149328859
11219,5,28608,85825,50736.5471,7,0.000174776,10,1,3.67,1,Consolidated Edison,0.248,0.078042128
11222,16,13334,40003,69808.6353,5,0.00119994,10,1,2.07,10,Consolidated Edison,0.2077,0.06934412
11224,1,16497,49491,45362.8356,7,6.06E-05,10,1,2.28,10,Consolidated Edison,0.2984,0.058888684
11415,4,6474,19423,70069.1331,5,0.000617856,10,1,2.28,10,Consolidated Edison,0.3675,0.179495578
10002,5,23626,70878,46258.6118,7,0.000211631,10,1,2.4,9,Consolidated Edison,0.1343,0.022425629
10013,2,8241,24723,137738.4104,8,0.000242689,10,1,2.15,10,Consolidated Edison,0.2875,0.019050499
10025,4,32039,96117,112009.46,9,0.000124848,10,1,2.1,10,Consolidated Edison,0.2254,0.015057483
10029,8,25423,76271,56937.3035,6,0.000314676,10,1,2.56,7,Consolidated Edison,0.0591,0.008695652
10069,0,614,1843,108783.6728,9,0,10,0,1.96,10,Other,0.239,0.017804154
10128,1,19811,59434,180473.0702,7,5.05E-05,10,1,1.95,10,Consolidated Edison,0.3007,0.006355491
10303,42,7614,22842,66352.86,5,0.005516154,9,1,3.01,3,Consolidated Edison,0.6085,0.37321647
10306,301,18270,54812,91445.7035,2,0.016475096,6,1,2.69,6,Consolidated Edison,0.7186,0.497525093
10312,582,18654,55963,99002.3527,1,0.031199743,3,1,2.88,4,Consolidated Edison,0.8361,0.419298443
10466,9,22887,68662,57368.0989,6,0.000393236,10,1,3.04,2,Consolidated Edison,0.3767,0.333059404
10519,0,130,392,213441.131,7,0,10,0,1.8,10,Other,1,0.676767677
10537,1,594,1783,93707.3154,2,0.001683502,10,1,2.66,6,Consolidated Edison,0.891,0.888379205
10550,23,12634,37904,55141.1859,6,0.001820484,10,1,2.72,6,Consolidated Edison,0.242,0.550958321
10552,16,6645,19937,91158.421,2,0.002407825,10,1,2.31,9,Consolidated Edison,0.5663,0.446363267
10567,104,6247,18741,128465.3749,8,0.016647991,6,1,2.91,4,Consolidated Edison,0.9068,0.892568792
10573,61,12157,36472,105130.3742,10,0.005017685,9,1,3.02,3,Consolidated Edison,0.5379,0.698223984
10577,10,1139,3419,361842.2684,7,0.008779631,9,1,3.09,2,Consolidated Edison,0.9055,0.990979381
10598,69,9779,29337,130656.2959,8,0.007055936,9,1,2.86,4,Consolidated Edison,0.894,0.858888408
10598,69,9779,29337,130656.2959,8,0.007055936,9,1,2.86,4,NYS Electric and Gas,0.894,0.858888408
10603,78,5140,15421,107929.8146,9,0.015175097,7,1,2.68,6,Consolidated Edison,0.6614,0.493260224
10805,15,3877,11633,41906.0257,7,0.003868971,10,1,2.21,10,Consolidated Edison,0.3435,0.387829912
10917,11,573,1720,122911,8,0.019197208,5,1,3,3,Orange and Rockland Utilities,0.7335,0.881002088
10928,7,1293,3881,72944.3439,4,0.005413766,9,1,2.25,10,Orange and Rockland Utilities,0.4192,0.845744681
10941,73,4255,12765,80138.9258,3,0.017156287,6,1,2.89,4,Central Hudson Gas and Electric,0.7303,0.776866764
10953,2,82,248,101518,10,0.024390244,4,1,1.98,10,Central Hudson Gas and Electric,1,1
10970,46,3122,9366,107337.5855,9,0.014734145,7,1,2.67,6,Orange and Rockland Utilities,0.7494,0.483301344
10990,166,6427,19282,106921.1437,9,0.025828536,4,1,2.66,6,Orange and Rockland Utilities,0.8123,0.853719839
11004,26,4463,13390,84521.7605,3,0.005825678,9,1,2.63,7,Consolidated Edison,0.757,0.540427752
11010,114,7943,23829,96236.5417,1,0.01435226,7,1,3.09,2,PSEG Long Island,0.84,0.936806275
11024,10,2664,7993,190653.476,7,0.003753754,10,1,3.23,1,PSEG Long Island,0.8426,0.937029064
11102,5,11981,35943,61244.8968,6,0.000417327,10,1,2.51,7,Consolidated Edison,0.1382,0.084205021
11105,9,14125,42375,68394.8123,5,0.000637168,10,1,2.36,9,Consolidated Edison,0.2609,0.086410635
11205,7,11882,35648,57436.724,6,0.000589126,10,1,2.69,6,Consolidated Edison,0.2221,0.068636228
11237,6,16279,48837,43843.8726,7,0.000368573,10,1,3.25,1,Consolidated Edison,0.092,0.034527687
11238,24,16361,49085,79249.3305,4,0.001466903,10,1,2.21,10,Consolidated Edison,0.2817,0.01980198
11362,21,5836,17509,89962.6059,2,0.003598355,10,1,2.53,7,Consolidated Edison,0.7906,0.393615092
11374,17,13074,39224,65129.5937,5,0.001300291,10,1,2.15,10,Consolidated Edison,0.3422,0.156833233
11377,12,29005,87015,60262.6681,6,0.000413722,10,1,2.81,5,Consolidated Edison,0.2717,0.097181616
11378,8,11162,33487,68915.0458,5,0.000716717,10,1,2.45,8,Consolidated Edison,0.5184,0.19651396
11411,12,5969,17909,79342.336,4,0.002010387,10,1,3.15,2,Consolidated Edison,0.8193,0.747744135
11434,23,17534,52603,59039.1065,6,0.001311737,10,1,3.08,2,Consolidated Edison,0.492,0.516948315
11530,35,8917,26753,187098.0636,7,0.003925087,10,1,2.9,4,PSEG Long Island,0.9241,0.902563508
11553,59,7846,23540,81498.6664,3,0.007519755,9,1,4.07,1,PSEG Long Island,0.7696,0.93208939
11557,29,2684,8053,154468.6971,8,0.010804769,8,1,2.94,3,PSEG Long Island,0.9305,0.830042918
11559,17,2700,8100,152353.0813,8,0.006296296,9,1,3.16,2,PSEG Long Island,0.8088,0.865268065
11572,182,10412,31236,111622.8171,9,0.017479831,6,1,2.81,5,PSEG Long Island,0.8733,0.89184655
11694,37,6433,19299,89574.9242,2,0.005751593,9,1,2.48,8,PSEG Long Island,0.5364,0.594408799
11714,144,7650,22950,107529.1483,9,0.018823529,6,1,2.95,3,PSEG Long Island,0.8832,0.863180516
11717,200,17296,51889,79045.6549,4,0.011563367,8,1,4.2,1,PSEG Long Island,0.7008,0.945745993
11720,286,9211,27633,101569.4664,10,0.031049832,3,1,3.25,1,PSEG Long Island,0.8538,0.978864971
11726,128,6125,18376,80679.6135,3,0.020897959,5,1,3.44,1,PSEG Long Island,0.6262,0.84605366
11730,104,4932,14798,126755.8812,8,0.02108678,5,1,3.13,2,PSEG Long Island,0.8932,0.896896897
11740,67,3075,9227,115900.87,9,0.021788618,4,1,2.85,4,PSEG Long Island,0.7782,0.959443801
11764,120,3705,11116,126437.7774,8,0.032388664,2,1,3.04,2,PSEG Long Island,0.9513,0.9371909
11765,3,189,567,285080,7,0.015873016,6,1,2.73,6,PSEG Long Island,0.8718,0.978991597
11771,32,3358,10076,182848.2482,7,0.009529482,8,1,2.75,5,PSEG Long Island,0.7761,0.820220448
11776,196,7423,22269,97877.9482,1,0.026404419,3,1,3.11,2,PSEG Long Island,0.7991,0.822701545
11779,279,12808,38425,95607.9087,1,0.02178326,4,1,2.91,4,PSEG Long Island,0.7625,0.937630975
11786,78,1977,5933,122637.6585,8,0.039453718,1,1,3.26,1,PSEG Long Island,0.9343,0.986479178
11941,26,522,1568,107783.7975,9,0.049808429,1,1,2.46,8,PSEG Long Island,0.7029,0.610800745
11952,93,1519,4559,102131.6068,10,0.06122449,1,1,2.37,9,PSEG Long Island,0.815,1
11953,71,4063,12191,75870.3236,4,0.017474772,6,1,2.38,9,PSEG Long Island,0.7354,0.678599425
11958,11,181,543,102206.5043,10,0.060773481,1,1,1.77,10,PSEG Long Island,0.9517,1
11963,101,2214,6644,156503.252,7,0.04561879,1,1,2.38,9,PSEG Long Island,0.7892,0.983141083
11964,72,578,1736,93973,2,0.124567474,1,1,2.5,8,PSEG Long Island,0.9002,1
11971,114,1859,5577,95009.3253,1,0.061323292,1,1,2.39,9,PSEG Long Island,0.8935,0.968407751
12019,79,4452,13358,97506.1269,1,0.017744834,6,1,2.61,7,NYS Electric and Gas,0.7989,0.986807388
12032,1,318,956,61631.8964,6,0.003144654,10,1,2.32,9,National Grid,0.8944,0.962732919
12040,1,28,84,62944,6,0.035714286,2,1,2.28,10,NYS Electric and Gas,1,0.862068966
12042,4,95,285,63422.9514,6,0.042105263,1,1,1.86,10,Central Hudson Gas and Electric,0.7412,1
12045,2,250,752,73708,4,0.008,9,1,2.2,10,Central Hudson Gas and Electric,0.5743,1
12051,24,1788,5365,48368.4219,7,0.013422819,7,1,2.76,5,Central Hudson Gas and Electric,0.7114,0.947037702
12065,135,12914,38743,90235.036,2,0.010453771,8,1,2.43,8,NYS Electric and Gas,0.6757,0.774893254
12067,13,558,1675,99845.7812,1,0.023297491,4,1,2.83,5,National Grid,0.8376,0.949891068
12074,28,991,2973,80517.469,3,0.028254289,3,1,2.41,8,National Grid,0.9203,0.869244936
12118,54,3881,11643,68626.8425,5,0.01391394,7,1,2.43,8,NYS Electric and Gas,0.615,0.653731343
12147,14,183,549,68070.9021,5,0.076502732,1,1,2.87,4,Central Hudson Gas and Electric,0.819,0.941860465
12148,21,1058,3175,107514.7513,9,0.019848771,5,1,2.38,9,National Grid,0.8235,0.973856209
12149,8,749,2248,52724.4593,7,0.010680908,8,1,2.59,7,National Grid,0.725,0.81037037
12154,32,903,2710,76250.393,4,0.035437431,2,1,2.78,5,National Grid,0.8357,0.905617978
12166,11,473,1421,64961.5117,5,0.023255814,4,1,2.71,6,National Grid,0.8742,0.75
12176,3,55,166,53812.849,7,0.054545455,1,1,3.16,2,Central Hudson Gas and Electric,0.8607,0.952380952
12180,210,17457,52373,56553.696,6,0.012029558,8,1,2.25,10,National Grid,0.4768,0.771837054
12182,40,3300,9901,42860.4467,7,0.012121212,8,1,2.42,8,National Grid,0.5719,0.682598741
12194,4,53,161,55838,6,0.075471698,1,1,1.89,10,National Grid,0.9634,0.886075949
12197,11,765,2297,52463.9427,7,0.014379085,7,1,2.6,7,National Grid,0.8525,0.8125
12306,183,8368,25105,66852.4828,5,0.021869025,4,1,2.62,7,National Grid,0.7527,0.909849521
12309,153,9425,28275,103582.8762,10,0.016233422,6,1,2.66,6,National Grid,0.834,0.936080921
12409,17,261,783,90820,2,0.0651341,1,1,1.9,10,Central Hudson Gas and Electric,0.7869,0.953068592
12413,13,967,2901,56898.2104,6,0.01344364,7,1,2.29,10,Central Hudson Gas and Electric,0.6499,0.835561497
12422,3,114,343,56116,6,0.026315789,3,1,2.67,6,Central Hudson Gas and Electric,1,1
12443,29,1293,3880,91054.8317,2,0.022428461,4,1,2.41,9,Central Hudson Gas and Electric,0.9201,0.888176638
12449,31,1123,3370,67579.3007,5,0.02760463,3,1,2.26,10,Central Hudson Gas and Electric,0.683,0.704738761
11379,6,11295,33886,76167.0077,4,0.000531208,10,1,2.58,7,Consolidated Edison,0.5927,0.137361282
11417,7,9582,28748,66183.1157,5,0.000730536,10,1,3.31,1,Consolidated Edison,0.5565,0.478753541
11432,14,18305,54915,64694.3772,5,0.000764818,10,1,3.11,2,Consolidated Edison,0.3588,0.499029996
11552,93,7784,23354,110130.9488,9,0.011947585,8,1,3.25,1,PSEG Long Island,0.8626,0.939763002
11554,237,12485,37455,98758.5002,1,0.018982779,6,1,2.87,4,PSEG Long Island,0.8641,0.859665514
11566,188,11872,35616,136668.8701,8,0.01583558,6,1,3.05,2,PSEG Long Island,0.9445,0.967020361
11569,28,500,1502,160280,7,0.056,1,1,2.31,9,PSEG Long Island,0.7405,0.977941176
11581,74,6730,20192,104291.4815,10,0.010995542,8,1,3.14,2,PSEG Long Island,0.8352,0.88382933
11697,19,1402,4206,101499.855,10,0.013552068,7,1,2.57,7,PSEG Long Island,0.9684,0.988265971
11716,135,3478,10434,106568.4028,10,0.038815411,2,1,2.86,4,PSEG Long Island,0.7478,0.825768156
11724,11,1036,3109,199745.642,7,0.010617761,8,1,2.78,5,PSEG Long Island,0.9519,0.989473684
11756,315,14669,44007,103558.7113,10,0.021473856,5,1,3.13,2,PSEG Long Island,0.9102,0.975433173
11792,107,2503,7511,111925.0836,9,0.042748702,1,1,2.92,4,PSEG Long Island,0.9395,0.989388044
11803,188,9239,27719,137076.5808,8,0.020348523,5,1,2.91,4,PSEG Long Island,0.9371,0.92894128
11901,163,7496,22490,73673.1433,4,0.021744931,5,1,2.72,6,PSEG Long Island,0.682,0.739297882
11939,17,258,776,93668,2,0.065891473,1,1,2.07,10,PSEG Long Island,0.8978,0.985148515
11946,109,4266,12798,83583.8383,3,0.025550867,4,1,2.48,8,PSEG Long Island,0.7163,0.954390564
11950,75,4944,14834,81840.3334,3,0.015169903,7,1,3.27,1,PSEG Long Island,0.7804,0.966336634
11951,77,4288,12865,71327.9272,5,0.01795709,6,1,2.98,3,PSEG Long Island,0.693,0.989389068
11956,3,109,328,102650,10,0.027522936,3,1,1.85,10,PSEG Long Island,0.7329,1
11962,50,148,445,163919,7,0.337837838,1,1,2.54,7,PSEG Long Island,0.9775,0.977011494
11970,3,157,473,89576,2,0.01910828,5,1,1.77,10,PSEG Long Island,0.7386,0.738461538
12009,89,2486,7459,84139.5857,3,0.035800483,2,1,2.53,7,National Grid,0.7811,0.931716083
12015,20,92,277,6417.9379,6,0.217391304,1,1,2.61,7,Central Hudson Gas and Electric,0.7883,0.965393795
12023,28,706,2119,71716.1834,4,0.039660057,1,1,2.46,8,National Grid,0.92,0.865069357
12029,18,456,1368,96504.147,1,0.039473684,1,1,2.43,8,NYS Electric and Gas,0.8424,0.941717791
